"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.745046058E0,1.134174347E0,-9.577417374E-2,-5.582704544E-1
1.749733662E0,9.468283057E-1,-5.688524246E-2,-2.189378738E-1
1.754421319E0,6.155877113E-1,9.030604362E-2,1.626329422E-1
1.759108975E0,4.032106400E-1,3.064188957E-1,5.103206635E-1
1.763796631E0,2.319524288E-1,4.426364899E-1,7.816209793E-1
1.768484235E0,9.985762835E-2,4.892354012E-1,9.627494812E-1
1.773171892E0,1.351237297E-4,4.369826317E-1,1.073184967E0
1.777859496E0,1.221787930E-2,3.388044834E-1,1.051155090E0
1.782547204E0,6.796032190E-2,1.855268478E-1,1.002009392E0
1.787234808E0,1.857876182E-1,2.047920227E-2,9.496507645E-1
1.791922464E0,3.655760288E-1,-2.180762291E-1,8.653430939E-1
1.796610121E0,4.880508780E-1,-3.719327450E-1,6.726083755E-1
1.801297725E0,4.680677056E-1,-4.408154488E-1,5.290126801E-1
1.805985381E0,4.596522450E-1,-3.911228180E-1,3.626031876E-1
1.810673037E0,4.162398577E-1,-3.229911327E-1,2.018175125E-1
1.815360694E0,4.347139001E-1,-2.838118076E-1,4.636764526E-2
1.820048298E0,4.441927671E-1,-3.302874565E-1,-1.040468216E-1
1.824735954E0,4.595408440E-1,-3.853824139E-1,-2.544469833E-1
1.829423610E0,4.472875595E-1,-4.247956276E-1,-3.524999619E-1
1.834111267E0,3.549191952E-1,-4.531977177E-1,-3.983936310E-1
1.838798871E0,3.114330769E-1,-4.610450268E-1,-3.970470428E-1
1.843486527E0,3.121043444E-1,-4.484472275E-1,-4.488334656E-1
1.848174183E0,3.617787361E-1,-4.250776768E-1,-4.390525818E-1
1.852861839E0,3.603591919E-1,-4.053013325E-1,-4.585924149E-1
1.857549444E0,3.415863514E-1,-3.653590679E-1,-4.405307770E-1
1.862237100E0,3.725519180E-1,-3.483345509E-1,-4.470252991E-1
1.866924704E0,3.433777094E-1,-3.446872234E-1,-4.445848465E-1
1.871612412E0,3.108934164E-1,-3.115200996E-1,-4.283494949E-1
1.876300017E0,2.649562359E-1,-3.301575184E-1,-3.648271561E-1
1.880987673E0,1.956919432E-1,-3.338904381E-1,-2.683143616E-1
1.885675329E0,1.029571295E-1,-3.229541779E-1,-2.008476257E-1
1.890362985E0,4.844510555E-2,-2.832741737E-1,-1.001596451E-1
1.895050589E0,5.565464497E-2,-2.866473198E-1,-3.308391571E-2
1.899738194E0,1.002140045E-1,-3.378841877E-1,1.488399506E-2
1.904425902E0,2.099866867E-1,-2.844018936E-1,9.650802612E-2
1.909113558E0,3.414764404E-1,-2.697377205E-1,1.067552567E-1
1.913801162E0,4.849237204E-1,-2.318031788E-1,9.359073639E-2
1.918488819E0,6.689319611E-1,-1.898846626E-1,6.190490723E-2
1.923176475E0,8.264328241E-1,-1.678545475E-1,1.654434204E-2
1.927864131E0,8.717854023E-1,-5.090475082E-2,5.187034607E-3
1.932551735E0,8.486775160E-1,6.543231010E-2,-2.965164185E-2
1.937239392E0,7.963372469E-1,1.716828346E-1,-7.373332977E-2
1.941927048E0,7.489329576E-1,2.251660824E-1,-1.176757812E-1
1.946614652E0,6.497987509E-1,1.736147404E-1,-1.234245300E-1
1.951302308E0,5.522373915E-1,1.368184090E-1,-1.055631638E-1
1.955989964E0,4.044430256E-1,1.482965946E-1,-7.386302948E-2
1.960677569E0,2.738122940E-1,7.910203934E-2,-5.232620239E-2
1.965365225E0,1.412017345E-1,3.938221931E-2,2.584075928E-2
1.970052881E0,7.333517075E-2,2.898931503E-2,9.848022461E-2
1.974740537E0,-2.555656433E-2,-2.857565880E-2,1.513118744E-1
1.979428142E0,-4.096603394E-2,-5.205821991E-2,1.891851425E-1
1.984115798E0,-4.516971111E-2,-9.423470497E-2,2.552423477E-1
1.988803454E0,-5.765998363E-2,-1.265203953E-1,2.731237411E-1
1.993491110E0,-7.864880562E-2,-1.157057285E-1,3.146667480E-1
1.998178714E0,-1.135015488E-1,-1.383953094E-1,3.369836807E-1
2.002866371E0,-1.435405016E-1,-1.039099693E-1,3.688726425E-1
2.007554027E0,-1.833642721E-1,-1.080834866E-1,3.817882538E-1
2.012241631E0,-1.902115345E-1,-1.032173634E-1,4.045104980E-1
2.016929287E0,-1.355648041E-1,-1.084306240E-1,4.083747864E-1
2.021616944E0,-1.100401878E-1,-7.598567009E-2,3.790798187E-1
2.026304600E0,-5.594849586E-2,-7.278299332E-2,3.214178085E-1
2.030992204E0,5.061256886E-2,-8.428788185E-2,2.592563629E-1
2.035679860E0,1.091089249E-1,-9.117984772E-2,1.877756119E-1
2.040367517E0,1.863068342E-1,-7.908487320E-2,1.165494919E-1
2.045055121E0,2.675029039E-1,-6.696391106E-2,4.555034637E-2
2.049742777E0,3.333276510E-1,-7.390117645E-2,-1.317024231E-3
2.054430433E0,3.599963188E-1,-4.721117020E-2,-3.371143341E-2
2.059118089E0,3.384397030E-1,-6.337475777E-2,-3.262233734E-2
2.063805694E0,2.550123930E-1,-6.492352486E-2,-7.940673828E-2
2.068493350E0,1.199510098E-1,-8.995270729E-2,-1.502132416E-1
2.073181006E0,-1.840734482E-2,-1.525902748E-1,-2.307910919E-1
2.077868662E0,-1.881490946E-1,-2.190711498E-1,-3.308515549E-1
2.082556267E0,-3.318872452E-1,-2.557184696E-1,-4.218015671E-1
2.087243923E0,-4.233477116E-1,-2.986710072E-1,-5.528888702E-1
2.091931579E0,-3.940373659E-1,-3.444526196E-1,-6.552190781E-1
2.096619183E0,-3.542132974E-1,-3.691599369E-1,-7.670373917E-1
2.101306839E0,-2.229652405E-1,-4.108171463E-1,-8.883476257E-1
2.105994496E0,-1.525088549E-1,-4.217014313E-1,-9.669618607E-1
2.110682152E0,-1.184278727E-1,-3.927733898E-1,-1.003169060E0
2.115369756E0,-1.628866196E-1,-3.341412544E-1,-9.545116425E-1
2.120057412E0,-1.860431433E-1,-2.465810776E-1,-7.929344177E-1
2.124745069E0,-2.365360260E-1,-1.972665787E-1,-5.427656174E-1
2.129432673E0,-3.340476155E-1,-1.578192711E-1,-3.041181564E-1
2.134120329E0,-4.501451254E-1,-1.381247044E-1,-5.767250061E-2
2.138807985E0,-5.517815948E-1,-1.951868534E-1,6.374645233E-2
2.143495642E0,-5.728495717E-1,-1.860492229E-1,1.229200363E-1
2.148183246E0,-4.999590516E-1,-1.964764595E-1,9.181785583E-2
2.152870902E0,-4.146351814E-1,-2.166767120E-1,4.707050323E-2
2.157558558E0,-2.504622936E-1,-2.367925644E-1,-7.777500153E-2
2.162246162E0,-8.846843243E-2,-2.278611660E-1,-1.636333466E-1
2.166933819E0,-8.716702461E-3,-2.467682362E-1,-3.154211044E-1
2.171621475E0,-2.118349075E-4,-2.404956818E-1,-5.139083862E-1
2.176309131E0,-4.274839163E-2,-2.467446327E-1,-6.782627106E-1
2.180996735E0,-6.435030699E-2,-2.224857807E-1,-7.756481171E-1
2.185684392E0,-1.030550599E-1,-1.726083755E-1,-8.113985062E-1
2.190372048E0,-2.103649378E-1,-3.604149818E-2,-7.289600372E-1
2.195059652E0,-2.997357249E-1,1.386201382E-1,-6.241102219E-1
2.199747308E0,-3.336455822E-1,2.273223400E-1,-5.253229141E-1
2.204434964E0,-3.703780174E-1,2.493975163E-1,-4.275655746E-1
2.209122569E0,-4.302457273E-1,2.811365128E-1,-3.163833618E-1
2.213810225E0,-4.529636800E-1,2.936353683E-1,-2.011146545E-1
2.218497881E0,-4.777609110E-1,2.297961712E-1,-1.385707855E-1
2.223185485E0,-4.716663659E-1,1.612746716E-1,-1.377458572E-1
2.227873142E0,-4.354863763E-1,1.212065220E-1,-1.790819168E-1
2.232560798E0,-3.322519958E-1,1.330709457E-1,-2.099905014E-1
2.237248454E0,-2.621326745E-1,1.347165108E-1,-2.827844620E-1
2.241936058E0,-2.431833446E-1,1.453433037E-1,-2.975664139E-1
2.246623714E0,-2.839754820E-1,1.270606518E-1,-3.355998993E-1
2.251311371E0,-2.979877293E-1,1.608841419E-1,-3.160877228E-1
2.255998975E0,-3.086588979E-1,1.515707970E-1,-2.633209229E-1
2.260686631E0,-3.204621971E-1,1.421945095E-1,-2.392892838E-1
2.265374287E0,-3.997218013E-1,9.479928017E-2,-1.868190765E-1
2.270061892E0,-4.935095906E-1,2.849102020E-4,-8.720111847E-2
2.274749548E0,-5.444291830E-1,-1.028487682E-1,-3.106117249E-2
2.279437204E0,-5.902775526E-1,-2.141728401E-1,2.452754974E-2
2.284124860E0,-6.875343323E-1,-3.526241779E-1,1.080217361E-1
2.288812464E0,-8.734467626E-1,-3.992874622E-1,1.954326630E-1
2.293500121E0,-1.028736115E0,-4.072215557E-1,2.535476685E-1
2.298187777E0,-9.642789364E-1,-4.953022003E-1,2.683792114E-1
2.302875381E0,-9.387233257E-1,-4.825434685E-1,3.637275696E-1
2.307563037E0,-8.904061317E-1,-4.271345139E-1,4.963541031E-1
2.312250694E0,-7.861433029E-1,-3.538346291E-1,7.610540390E-1
2.316938298E0,-6.638420820E-1,-3.252160549E-1,1.024016380E0
2.321625954E0,-4.837484956E-1,-2.959442139E-1,1.231505394E0
2.326313610E0,-2.561182976E-1,-2.402765751E-1,1.295968056E0
2.331001214E0,5.681341887E-2,-2.822608948E-1,1.246306419E0
2.335688558E0,3.542056680E-1,-2.540931702E-1,1.073081017E0
2.340376527E0,5.211500525E-1,-2.702963352E-1,9.579763412E-1
2.345064183E0,6.582003236E-1,-1.920881271E-1,9.055957794E-1
2.349751787E0,7.273570299E-1,-1.151926517E-1,8.823690414E-1
2.354439444E0,7.814908624E-1,-1.064727306E-1,8.643426895E-1
2.359127100E0,7.539981604E-1,-1.324508190E-1,8.419647217E-1
2.363814704E0,6.116783619E-1,-1.307871342E-1,7.913007736E-1
2.368502360E0,4.118502140E-1,-1.539824009E-1,7.362775803E-1
2.373190017E0,1.640672684E-1,-1.684048176E-1,6.673154831E-1
2.377877621E0,-2.661138773E-2,-1.929175854E-1,6.082611084E-1
2.382565277E0,-1.555187106E-1,-1.987063885E-1,5.208444595E-1
2.387252933E0,-2.798930407E-1,-1.761803627E-1,4.194154739E-1
2.391940537E0,-2.992531955E-1,-1.872580051E-1,3.612432480E-1
2.396628194E0,-2.994896173E-1,-1.983866692E-1,2.888908386E-1
2.401315850E0,-2.802718580E-1,-2.477157116E-1,2.453260422E-1
2.406003454E0,-2.796684802E-1,-2.444226742E-1,2.304773331E-1
2.410691110E0,-2.876836956E-1,-2.268097401E-1,1.726102829E-1
2.415378767E0,-2.752448618E-1,-2.186801434E-1,9.084796906E-2
2.420066371E0,-2.663266659E-1,-2.054665089E-1,-3.392601013E-2
2.424754027E0,-2.276895642E-1,-1.678040028E-1,-1.873588562E-1
2.429441683E0,-1.979770660E-1,-1.150906086E-1,-3.216600418E-1
2.434129287E0,-1.295750737E-1,-3.766942024E-2,-4.225578308E-1
2.438816944E0,-2.268582582E-2,3.100562096E-2,-4.948892593E-1
2.443504600E0,3.620010614E-2,1.933050156E-2,-5.434589386E-1
2.448192204E0,1.855780482E-1,2.284765244E-2,-5.348243713E-1
2.452879860E0,2.531477213E-1,1.263880730E-2,-4.976758957E-1
2.457567517E0,2.533687949E-1,4.093551636E-2,-4.510841370E-1
2.462255121E0,2.100182772E-1,1.191997528E-2,-3.424425125E-1
2.466942777E0,1.517526507E-1,4.001903534E-2,-2.720851898E-1
2.471630433E0,6.892192364E-2,6.661415100E-4,-1.873168945E-1
2.476318089E0,-4.799973965E-2,-1.062130928E-2,-1.072292328E-1
2.481005694E0,-1.368563771E-1,-7.524442673E-2,-2.222156525E-2
2.485693350E0,-2.359459400E-1,-1.119809151E-1,7.249546051E-2
2.490380954E0,-3.261195421E-1,-1.018576622E-1,1.339349747E-1
2.495068610E0,-3.259063363E-1,-9.743499756E-2,1.525640488E-1
2.499756267E0,-2.925630808E-1,-9.381985664E-2,1.475210190E-1
2.504443923E0,-2.498021722E-1,-7.168841362E-2,9.011363983E-2
2.509131527E0,-2.691676617E-1,-4.985833168E-2,2.811241150E-2
2.513819183E0,-2.644271851E-1,-2.804422379E-2,-5.289268494E-2
2.518506787E0,-2.452328205E-1,3.582000732E-3,-1.051654816E-1
2.523194444E0,-2.304728627E-1,5.011796951E-2,-2.005214691E-1
2.527882100E0,-1.673604846E-1,8.309006691E-2,-2.577571869E-1
2.532569704E0,-1.325612664E-1,1.313436031E-1,-3.295116425E-1
2.537257360E0,-6.404417753E-2,1.806697845E-1,-4.253368378E-1
2.541945017E0,-4.981637001E-3,2.168302536E-1,-4.305601120E-1
2.546632621E0,5.895018578E-2,2.826673985E-1,-4.742717743E-1
2.551320277E0,1.658231020E-1,3.638417721E-1,-4.656381607E-1
2.556007933E0,3.248836398E-1,4.314634800E-1,-4.811077118E-1
2.560695537E0,4.259250164E-1,5.046107769E-1,-4.776000977E-1
2.565383194E0,5.546547174E-1,5.735125542E-1,-4.455022812E-1
2.570070850E0,6.249676347E-1,6.617705822E-1,-3.513441086E-1
2.574758454E0,6.752916574E-1,6.782910824E-1,-2.381649017E-1
2.579446110E0,7.487598658E-1,6.563444138E-1,-1.059303284E-1
2.584133767E0,8.500338793E-1,5.718750954E-1,-4.059123993E-2
2.588821371E0,6.451095343E-1,7.016415596E-1,2.064332962E-1
2.593509027E0,4.547599554E-1,7.870695591E-1,4.055557251E-1
2.598196683E0,3.319009542E-1,8.136727810E-1,5.473184586E-1
2.602884287E0,2.051663399E-1,7.768144608E-1,6.031064987E-1
2.607571944E0,7.474303246E-2,7.149755955E-1,6.255569458E-1
2.612259548E0,-2.121257782E-2,6.762747765E-1,6.098861694E-1
2.616947204E0,-1.303519011E-1,5.939996243E-1,5.799684525E-1
2.621634860E0,-2.333630323E-1,6.213872433E-1,5.166292191E-1
2.626322517E0,-3.065070510E-1,6.200478077E-1,4.962892532E-1
2.631010121E0,-3.164518476E-1,6.475775242E-1,4.328384399E-1
2.635697777E0,-3.302982450E-1,6.373198032E-1,3.884000778E-1
2.640385433E0,-2.861153483E-1,6.133723259E-1,3.390407562E-1
2.645073037E0,-2.224147916E-1,6.378502846E-1,3.086805344E-1
2.649760694E0,-1.242175102E-1,6.538624763E-1,3.095693588E-1
2.654448350E0,-3.146171570E-2,6.560456753E-1,3.530225754E-1
2.659135954E0,7.476878166E-2,6.634192467E-1,3.912620544E-1
2.663823610E0,1.657881737E-1,6.377794743E-1,4.576091766E-1
2.668511267E0,3.032921553E-1,6.124391556E-1,5.281600952E-1
2.673198871E0,4.061021805E-1,5.681133270E-1,6.599130630E-1
2.677886527E0,5.786905289E-1,5.381548405E-1,7.337493896E-1
2.682574131E0,7.494021654E-1,4.840886593E-1,8.214159012E-1
2.687261787E0,9.087965488E-1,4.250741005E-1,9.133081436E-1
2.691949444E0,9.860904217E-1,3.514175415E-1,1.004664421E0
2.696637048E0,1.008156776E0,2.744834423E-1,1.102719307E0
2.701324704E0,1.059711695E0,8.191299438E-2,1.162544250E0
2.706012360E0,8.355689049E-1,1.415956020E-1,1.279707909E0
2.710699964E0,6.233563423E-1,1.328742504E-1,1.358531952E0
2.715387621E0,3.801510334E-1,5.132722855E-2,1.346461296E0
2.720075277E0,2.016775608E-1,7.210969925E-3,1.277022362E0
2.724762829E0,6.371259689E-2,-1.520755291E-1,1.159820557E0
2.729450537E0,-2.944362164E-2,-2.825846672E-1,1.028332710E0
2.734138194E0,-1.834911108E-1,-3.412741423E-1,9.208517075E-1
2.738825798E0,-3.029943109E-1,-3.662402630E-1,8.086414337E-1
2.743513454E0,-3.835670352E-1,-3.954881430E-1,7.394647598E-1
2.748201110E0,-3.873883486E-1,-4.385694265E-1,6.416282654E-1
2.752888714E0,-3.195235133E-1,-4.189468622E-1,5.581808090E-1
2.757576371E0,-2.182917595E-1,-4.132106304E-1,5.082149506E-1
2.762263975E0,-5.056190491E-2,-3.974916935E-1,4.726018906E-1
2.766951631E0,1.450494528E-1,-3.530260324E-1,4.514274597E-1
2.771639287E0,3.301008940E-1,-2.944135666E-1,4.925098419E-1
2.776326892E0,5.093243122E-1,-2.650586367E-1,5.337305069E-1
2.781014548E0,6.445300579E-1,-2.460608482E-1,5.178136826E-1
2.785702204E0,7.835932970E-1,-2.326908112E-1,5.547513962E-1
2.790389808E0,8.786041737E-1,-2.156243324E-1,5.776348114E-1
2.795077464E0,9.440377951E-1,-2.428146601E-1,6.104097366E-1
2.799765121E0,1.070868611E0,-4.049811363E-1,5.144948959E-1
2.804452725E0,8.961112499E-1,-2.481312752E-1,6.054334641E-1
2.809140381E0,7.164747715E-1,-1.074233055E-1,6.727409363E-1
2.813828037E0,6.565097570E-1,-6.407332420E-2,6.638765335E-1
2.818515642E0,6.350898743E-1,-7.473421097E-2,5.788965225E-1
2.823203298E0,6.188603640E-1,-1.436438560E-1,4.416961670E-1
2.827890902E0,6.126872301E-1,-1.985905170E-1,2.665805817E-1
2.832578558E0,5.641094446E-1,-1.581542492E-1,1.347703934E-1
2.837266162E0,5.305575132E-1,-9.398007393E-2,7.926940918E-3
2.841953819E0,5.550743341E-1,-7.283449173E-2,-1.378936768E-1
2.846641475E0,5.228835344E-1,-5.619764328E-2,-2.644882202E-1
2.851329131E0,5.580765009E-1,-6.758785248E-2,-4.197340012E-1
2.856016735E0,6.028907299E-1,-2.552175522E-2,-5.606021881E-1
2.860704339E0,6.620043516E-1,1.759767532E-2,-6.346149445E-1
2.865391996E0,6.826590300E-1,4.269456863E-2,-7.087650299E-1
2.870079652E0,7.699748278E-1,8.310985565E-2,-7.734613419E-1
2.874767308E0,8.377606869E-1,9.591627121E-2,-7.952928543E-1
2.879454912E0,8.859670162E-1,1.000392437E-1,-7.551555634E-1
2.884142569E0,9.097937346E-1,1.191601753E-1,-7.247581482E-1
2.888830225E0,9.379492998E-1,1.003684998E-1,-5.988922119E-1
2.893517829E0,9.562321901E-1,5.788183212E-2,-5.019092560E-1
2.898205485E0,9.407975674E-1,1.997590065E-2,-3.715400696E-1
2.902893089E0,9.062008262E-1,-4.235482216E-2,-2.507772446E-1
2.907580746E0,8.333477974E-1,-5.276036263E-2,-1.491222382E-1
2.912268402E0,7.842904925E-1,-8.309769630E-2,-8.561515808E-2
2.916956006E0,7.159484029E-1,-1.666524410E-1,-9.844779968E-2
2.921643662E0,6.140469909E-1,-1.647672653E-1,-9.671783447E-2
2.926331319E0,5.123755932E-1,-1.873445511E-1,-1.474008560E-1
2.931018923E0,3.874003291E-1,-1.720309258E-1,-2.266092300E-1
2.935706579E0,2.966453433E-1,-1.567745209E-1,-3.296213150E-1
2.940394235E0,2.687619328E-1,-1.316590309E-1,-4.756069183E-1
2.945081839E0,2.415072322E-1,-1.010477543E-1,-6.502723694E-1
2.949769496E0,2.291309834E-1,-8.374261856E-2,-7.819786072E-1
2.954457100E0,2.267624736E-1,-6.046080589E-2,-8.564949036E-1
2.959144756E0,2.006772757E-1,-3.127312660E-2,-8.547563553E-1
2.963832412E0,1.937371492E-1,-5.365228653E-2,-8.532848358E-1
2.968520017E0,2.009823322E-1,-3.223562241E-2,-7.277641296E-1
2.973207673E0,1.981955171E-1,-1.997137070E-2,-5.977296829E-1
2.977895277E0,1.804636121E-1,-4.585003853E-2,-4.869775772E-1
2.982582933E0,1.142506599E-1,-7.656478882E-2,-3.428535461E-1
2.987270589E0,8.550012112E-2,-1.122641563E-1,-2.322511673E-1
2.991958194E0,6.551033258E-2,-1.674296856E-1,-1.646394730E-1
2.996645850E0,3.059762716E-2,-1.655275822E-1,-1.113128662E-1
3.001333454E0,3.384017944E-2,-1.590418816E-1,-8.667469025E-2
3.006021110E0,1.803445816E-2,-1.621596813E-1,-1.241865158E-1
3.010708767E0,5.006414652E-2,-2.032649517E-1,-1.473674774E-1
3.015396371E0,9.645068645E-2,-1.865847111E-1,-1.753988266E-1
3.020084027E0,1.381462216E-1,-1.980819702E-1,-1.987571716E-1
3.024771683E0,2.086897492E-1,-2.043294907E-1,-1.744394302E-1
3.029459287E0,2.122808099E-1,-1.864528656E-1,-1.119956970E-1
3.034146944E0,1.575562954E-1,-2.480766773E-1,-3.035163879E-2
3.038834496E0,9.387135506E-2,-2.571887970E-1,4.591369629E-2
3.043522204E0,6.882131100E-3,-2.856059074E-1,1.406459808E-1
3.048209860E0,-1.127810478E-1,-3.191239834E-1,2.157793045E-1
3.052897464E0,-1.937167645E-1,-3.388056755E-1,2.145566940E-1
3.057585121E0,-2.503640056E-1,-3.446977139E-1,2.135200500E-1
3.062272725E0,-2.923103571E-1,-3.274042606E-1,2.173967361E-1
3.066960381E0,-3.528576195E-1,-3.108434677E-1,1.739397049E-1
3.071648037E0,-3.370849490E-1,-3.281247616E-1,1.167497635E-1
3.076335642E0,-3.360167444E-1,-2.789778709E-1,3.161430359E-3
3.081023298E0,-3.378420174E-1,-2.939982414E-1,-5.760097504E-2
3.085710954E0,-2.735269666E-1,-2.944610119E-1,-1.134786606E-1
3.090398558E0,-2.482925653E-1,-2.708506584E-1,-1.740303040E-1
3.095086214E0,-2.141559720E-1,-2.039895058E-1,-1.676139832E-1
3.099773819E0,-1.659631133E-1,-1.703617573E-1,-1.947183609E-1
3.104461475E0,-1.563227773E-1,-1.939830780E-1,-1.692361832E-1
3.109149079E0,-1.517572403E-1,-1.409080029E-1,-1.772708893E-1
3.113836735E0,-2.001530528E-1,-1.498818398E-1,-1.709642410E-1
3.118524392E0,-2.108348012E-1,-1.108977795E-1,-1.789932251E-1
3.123211996E0,-1.645801663E-1,-7.664632797E-2,-1.631078720E-1
3.127899652E0,-1.711043119E-1,-8.051490784E-2,-1.807250977E-1
3.132587308E0,-1.298005581E-1,-1.726937294E-2,-2.222681046E-1
3.137274912E0,-1.268480420E-1,8.187770844E-3,-2.495508194E-1
3.141962569E0,-4.757571220E-2,3.892374039E-2,-2.721500397E-1
3.146650173E0,1.366484761E-1,-2.038860321E-2,-3.570461273E-1
3.151337829E0,2.047181129E-1,-6.988286972E-3,-4.010829926E-1
3.156025485E0,8.766347170E-2,1.208758354E-1,-3.121013641E-1
3.160713089E0,4.347175360E-2,2.244744301E-1,-2.240676880E-1
3.165400746E0,3.737211227E-4,2.659995556E-1,-1.227235794E-1
3.170088350E0,-3.664433956E-3,2.883684635E-1,-5.080986023E-2
3.174776006E0,1.679438353E-2,2.726500034E-1,2.516746521E-2
3.179463662E0,-4.789417982E-2,2.760071754E-1,9.573841095E-2
3.184151267E0,-4.537391663E-2,2.600975037E-1,1.657705307E-1
3.188838923E0,-1.046823263E-1,2.677435875E-1,1.688737869E-1
3.193526527E0,-6.415122747E-2,2.655785084E-1,1.862869263E-1
3.198214183E0,4.058182240E-3,2.536053658E-1,1.847019196E-1
3.202901839E0,9.026861191E-2,2.034168243E-1,1.690263748E-1
3.207589444E0,1.707703471E-1,1.865520477E-1,1.820621490E-1
3.212277100E0,2.553909421E-1,1.742534637E-1,2.045650482E-1
3.216964704E0,2.727308273E-1,1.523041725E-1,1.700172424E-1
3.221652360E0,3.470293283E-1,1.161420345E-1,1.310415268E-1
3.226340017E0,3.213895559E-1,8.962392807E-2,1.303691864E-1
3.231027621E0,3.107703924E-1,6.319236755E-2,1.581649780E-1
3.235715277E0,3.291992545E-1,5.109381676E-2,1.477565765E-1
3.240402881E0,3.195944428E-1,-3.793954849E-3,1.516704559E-1
3.245090537E0,3.154640794E-1,-2.987289429E-2,1.460390091E-1
3.249778194E0,2.503464222E-1,-7.483005524E-2,1.167001724E-1
3.254465798E0,1.909561753E-1,-8.629870415E-2,1.255655289E-1
3.259153454E0,1.226117611E-1,-4.562401772E-2,9.643173218E-2
3.263841058E0,5.468505621E-2,-7.651090622E-2,6.281948090E-2
3.268528714E0,3.936076164E-2,-1.070625782E-1,1.049900055E-2
3.273216319E0,1.941442490E-2,-1.230442524E-1,-1.292991638E-2
3.277903975E0,-4.286348820E-2,-1.483066082E-1,-3.145503998E-2
3.282591631E0,-8.523792028E-2,-1.685786247E-1,-3.088283539E-2
3.287279235E0,-9.349817038E-2,-1.553819180E-1,-8.732891083E-2
3.291966892E0,-5.853092670E-2,-1.375286579E-1,-1.291046143E-1
3.296654496E0,-6.164771318E-2,-1.908807755E-1,-1.705789566E-1
3.301342152E0,-6.943577528E-2,-1.677212715E-1,-2.164897919E-1
3.306029756E0,-9.603929520E-2,-1.351835728E-1,-2.288246155E-1
3.310717412E0,-1.082443595E-1,-1.454946995E-1,-2.932891846E-1
3.315405069E0,-9.671932459E-2,-1.270613670E-1,-3.192892075E-1
3.320092673E0,-1.091590524E-1,-7.516407967E-2,-3.783884048E-1
3.324780329E0,-1.122218966E-1,-8.975124359E-2,-4.133539200E-1
3.329467933E0,-1.866799593E-1,-8.953285217E-2,-4.338960648E-1
3.334155589E0,-2.512756288E-1,-7.931923866E-2,-4.496383667E-1
3.338843246E0,-3.299356997E-1,-9.250712395E-2,-4.321146011E-1
3.343530850E0,-3.751466870E-1,-1.005196571E-1,-3.958091736E-1
3.348218506E0,-4.440817535E-1,-1.178016663E-1,-3.598184586E-1
3.352906110E0,-4.606262743E-1,-1.442720890E-1,-3.051567078E-1
3.357593767E0,-4.821961522E-1,-1.276991367E-1,-2.699327469E-1
3.362281423E0,-4.375322461E-1,-1.159627438E-1,-2.302389145E-1
3.366969027E0,-3.887418211E-1,-8.541059494E-2,-2.288036346E-1
3.371656683E0,-3.357741237E-1,-8.355760574E-2,-1.989030838E-1
3.376344287E0,-2.976468801E-1,-8.179950714E-2,-1.881980896E-1
3.381031944E0,-2.695295811E-1,-1.839065552E-2,-1.917963028E-1
3.385719548E0,-2.795957029E-1,-1.248908043E-2,-1.763744354E-1
3.390407204E0,-2.563643456E-1,4.547452927E-2,-1.800365448E-1
3.395094860E0,-2.430420816E-1,8.868050575E-2,-1.836414337E-1
3.399782464E0,-1.874298453E-1,1.410155296E-1,-1.729564667E-1
3.404470121E0,-1.562661529E-1,1.692917347E-1,-1.576261520E-1
3.409157725E0,-9.208106995E-2,2.022271156E-1,-1.567068100E-1
3.413845381E0,-3.299194574E-2,2.019219398E-1,-1.843538284E-1
3.418532985E0,-1.205325127E-2,2.351987362E-1,-1.691789627E-1
3.423220642E0,2.786958218E-2,2.353298664E-1,-1.874599457E-1
3.427908298E0,6.102859974E-3,2.406656742E-1,-1.962471008E-1
3.432595902E0,8.490741253E-3,2.560148239E-1,-1.671686172E-1
3.437283558E0,-1.266509295E-2,2.573988438E-1,-1.621847153E-1
3.441971162E0,-1.010656357E-2,2.875955105E-1,-9.563255310E-2
3.446658819E0,-2.703589201E-2,2.465586662E-1,-2.016639709E-2
3.451346423E0,-2.530115843E-2,3.009374142E-1,6.414890289E-2
3.456034079E0,-2.376937866E-2,2.504508495E-1,1.240472794E-1
3.460721735E0,-2.227640152E-2,2.477295399E-1,1.977195740E-1
3.465409339E0,-4.910951853E-2,2.639076710E-1,2.518138885E-1
