"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.222976406E2,3.354113102E-1,2.636803627E0,-2.309260607E0
1.223023281E2,4.730741680E-1,2.630582809E0,-2.009451151E0
1.223070155E2,5.447912216E-1,2.696634293E0,-1.717117429E0
1.223117030E2,5.843092799E-1,2.725012779E0,-1.513236403E0
1.223163904E2,5.967528224E-1,2.806619644E0,-1.412018061E0
1.223210778E2,5.872431993E-1,2.907926559E0,-1.365777731E0
1.223257653E2,5.415166616E-1,3.009771347E0,-1.384201407E0
1.223304527E2,3.879125714E-1,3.250680923E0,-1.462958455E0
1.223351402E2,1.980899572E-1,3.486991882E0,-1.535592198E0
1.223398276E2,-4.115700722E-3,3.780728340E0,-1.602703214E0
1.223445151E2,-3.048007488E-1,4.150819778E0,-1.655344248E0
1.223492025E2,-6.659498215E-1,4.568387032E0,-1.593545198E0
1.223538900E2,-9.920275211E-1,4.961567879E0,-1.484822035E0
1.223585774E2,-1.249517918E0,5.234751701E0,-1.310354233E0
1.223632648E2,-1.390460014E0,5.306779861E0,-1.103992224E0
1.223679523E2,-1.510326385E0,5.206609726E0,-7.892291546E-1
1.223726397E2,-1.541898131E0,4.982274055E0,-3.949038982E-1
1.223773272E2,-1.465946674E0,4.629158974E0,-2.629661560E-2
1.223820146E2,-1.402180195E0,4.266918182E0,3.548983335E-1
1.223867021E2,-1.145327210E0,3.804759026E0,7.392235994E-1
1.223913895E2,-8.821846843E-1,3.285801888E0,1.131404161E0
1.223960769E2,-6.799629927E-1,2.796132088E0,1.541005135E0
1.224007643E2,-4.383648038E-1,2.364367485E0,1.881922841E0
1.224054518E2,-1.289439201E-1,1.999980927E0,2.178139687E0
1.224101392E2,1.667485237E-1,1.702853203E0,2.520458221E0
1.224148267E2,4.389988184E-1,1.472917557E0,2.827703714E0
1.224195141E2,7.977371216E-1,1.228837967E0,3.042600393E0
1.224242016E2,1.132945061E0,1.013635635E0,3.193841934E0
1.224288890E2,1.411038041E0,8.272418976E-1,3.267128468E0
1.224335764E2,1.593585253E0,6.551780701E-1,3.271793842E0
1.224382639E2,1.742290020E0,4.876136780E-1,3.164151907E0
1.224429513E2,1.909416795E0,2.670965195E-1,3.192725182E0
1.224476388E2,2.104065418E0,6.057834625E-2,3.218861818E0
1.224523262E2,2.297079086E0,-1.654510498E-1,3.118432522E0
1.224570137E2,2.263556004E0,-3.728046417E-1,2.853228092E0
1.224617011E2,2.113565445E0,-4.371328354E-1,2.949759007E0
1.224663886E2,2.215322256E0,-5.544557571E-1,2.882345676E0
1.224710760E2,2.157964706E0,-6.050262451E-1,2.905034065E0
1.224757634E2,1.999007940E0,-5.888624191E-1,2.707365751E0
1.224804509E2,1.805712819E0,-5.345230103E-1,2.601037502E0
1.224851383E2,1.602337480E0,-4.132251740E-1,2.495594263E0
1.224898258E2,1.408145308E0,-2.680158615E-1,2.252590656E0
1.224945132E2,1.165735006E0,-1.515197754E-1,2.049017191E0
1.224992006E2,9.802239537E-1,-3.983688354E-2,1.808284640E0
1.225038881E2,8.516305089E-1,7.179546356E-2,1.597210646E0
1.225085755E2,5.837987065E-1,2.024345398E-1,1.372589469E0
1.225132629E2,3.774135113E-1,3.280630112E-1,1.100739717E0
1.225179504E2,1.319395304E-1,4.677419662E-1,8.579872847E-1
1.225226378E2,-7.124650478E-2,6.118431091E-1,6.392744780E-1
1.225273253E2,-3.231192827E-1,7.602653503E-1,4.060121775E-1
1.225320127E2,-5.134648085E-1,9.559535980E-1,1.864638329E-1
1.225367002E2,-6.088354588E-1,1.160516739E0,-4.372859001E-2
1.225413876E2,-7.670997381E-1,1.345172882E0,-2.419216633E-1
1.225460750E2,-8.542319536E-1,1.533779144E0,-3.702886105E-1
1.225507624E2,-8.316726685E-1,1.606866837E0,-4.530222416E-1
1.225554499E2,-7.229788303E-1,1.583806992E0,-5.044076443E-1
1.225601374E2,-6.908930540E-1,1.421693802E0,-5.674932003E-1
1.225648248E2,-5.775772333E-1,1.206768990E0,-6.039471626E-1
1.225695123E2,-4.689978361E-1,8.435802460E-1,-5.323755741E-1
1.225741997E2,-3.744919300E-1,4.566583633E-1,-5.248723030E-1
1.225788871E2,-2.556735277E-1,1.369142532E-1,-4.282639027E-1
1.225835746E2,-1.315727234E-1,-2.016925812E-1,-3.667228222E-1
1.225882620E2,-7.379269600E-2,-5.590353012E-1,-2.872822285E-1
1.225929494E2,2.300560474E-2,-9.254913330E-1,-2.090384960E-1
1.225976369E2,4.878163338E-2,-1.248441696E0,-1.318325996E-1
1.226023243E2,1.040397882E-1,-1.566143990E0,-5.081975460E-2
1.226070118E2,1.169477701E-1,-1.897732735E0,1.007974148E-2
1.226116992E2,9.222841263E-2,-2.200184822E0,1.034684181E-1
1.226163866E2,1.494317055E-1,-2.545184612E0,2.199035883E-1
1.226210741E2,1.833587885E-1,-2.908729553E0,3.069468737E-1
1.226257615E2,3.040611744E-1,-3.257308960E0,4.172332287E-1
1.226304490E2,3.106552362E-1,-3.557454586E0,4.839612246E-1
1.226351364E2,2.605574131E-1,-3.794879913E0,5.837485790E-1
1.226398239E2,2.924007177E-1,-4.050897598E0,6.067374945E-1
1.226445113E2,2.195067406E-1,-4.239481926E0,6.677042842E-1
1.226491988E2,2.666618824E-1,-4.441918850E0,7.334273458E-1
1.226538862E2,2.231558561E-1,-4.591266632E0,8.711375594E-1
1.226585736E2,1.698414087E-1,-4.778439999E0,9.234316349E-1
1.226632611E2,1.591018438E-1,-5.003331184E0,9.628147483E-1
1.226679485E2,2.000707388E-1,-5.261082649E0,1.056997776E0
1.226726360E2,3.886969090E-1,-5.384247303E0,9.912235737E-1
1.226773234E2,5.575759411E-1,-5.372996330E0,8.756766915E-1
1.226820109E2,5.487338305E-1,-5.308815479E0,7.344049215E-1
1.226866983E2,4.194468260E-1,-5.273096085E0,6.870306134E-1
1.226913857E2,4.806742668E-1,-5.198903561E0,5.851023793E-1
1.226960731E2,5.696680546E-1,-5.057654858E0,4.619380832E-1
1.227007606E2,5.574495792E-1,-4.964142323E0,4.561309218E-1
1.227054480E2,6.066422462E-1,-4.803629398E0,4.096635580E-1
1.227101355E2,4.348371029E-1,-4.614521980E0,3.464416265E-1
1.227148229E2,5.106273890E-1,-4.435125828E0,2.473158836E-1
1.227195104E2,5.565632582E-1,-4.145928860E0,2.461266518E-1
1.227241978E2,4.960757494E-1,-3.833166599E0,1.513533592E-1
1.227288852E2,4.727129936E-1,-3.664166927E0,4.424941540E-2
1.227335727E2,5.343414545E-1,-3.423645020E0,-4.172492027E-2
1.227382601E2,5.901097059E-1,-3.207291603E0,-1.498017311E-1
1.227429476E2,5.730071068E-1,-2.981657982E0,-2.322789431E-1
1.227476350E2,6.123055220E-1,-2.698963642E0,-3.276810646E-1
1.227523224E2,6.936566830E-1,-2.373647213E0,-4.076275826E-1
1.227570099E2,6.784442663E-1,-2.044046402E0,-5.251127481E-1
1.227616973E2,6.336652040E-1,-1.700663567E0,-6.565426588E-1
1.227663848E2,6.311303377E-1,-1.319655418E0,-7.257869244E-1
1.227710722E2,7.041984797E-1,-8.772048950E-1,-8.669290543E-1
1.227757597E2,7.479370832E-1,-3.446950912E-1,-9.893954992E-1
1.227804471E2,7.865321636E-1,1.296072006E-1,-1.107812405E0
1.227851346E2,8.297569752E-1,5.840091705E-1,-1.260697484E0
1.227898220E2,9.735691547E-1,1.071170807E0,-1.352524996E0
1.227945094E2,9.741916656E-1,1.509785652E0,-1.569994569E0
1.227991968E2,1.027818322E0,1.909446716E0,-1.769763231E0
1.228038843E2,1.062738776E0,2.265417099E0,-1.956714630E0
1.228085717E2,1.083760619E0,2.606425285E0,-2.092667103E0
1.228132592E2,1.052656651E0,2.865587234E0,-2.172784328E0
1.228179466E2,9.551625252E-1,3.114712715E0,-2.268790245E0
1.228226341E2,9.491487741E-1,3.253478050E0,-2.452182770E0
1.228273215E2,8.909862041E-1,3.315526009E0,-2.449954510E0
1.228320089E2,8.954187632E-1,3.229293823E0,-2.606209517E0
1.228366964E2,1.044082999E0,3.167208672E0,-2.695609570E0
1.228413838E2,1.078572869E0,3.071956635E0,-2.674597740E0
1.228460713E2,1.060977936E0,2.871942520E0,-2.666947365E0
1.228507587E2,1.077351093E0,2.543479919E0,-2.614694118E0
1.228554462E2,1.098949432E0,2.220623016E0,-2.593921423E0
1.228601336E2,9.681658745E-1,1.898691177E0,-2.455921650E0
1.228648210E2,7.709021568E-1,1.735428810E0,-2.267220020E0
1.228695085E2,4.542446136E-1,1.788031578E0,-2.036680937E0
1.228741959E2,1.086868048E-1,1.955876350E0,-1.744547844E0
1.228788834E2,-2.421786785E-1,2.248417854E0,-1.385545969E0
1.228835708E2,-4.936480522E-1,2.545980453E0,-1.122022510E0
1.228882583E2,-5.742099285E-1,2.858094215E0,-9.780287743E-1
1.228929457E2,-5.894033909E-1,3.136835098E0,-1.006701589E0
1.228976331E2,-5.156147480E-1,3.420278549E0,-1.161210895E0
1.229023205E2,-4.390432835E-1,3.798988342E0,-1.337764740E0
1.229070080E2,-3.357915878E-1,4.224805832E0,-1.509124041E0
1.229116954E2,-1.147916317E-1,4.635263443E0,-1.710598111E0
1.229163829E2,1.334521770E-1,5.082766533E0,-1.752376080E0
1.229210703E2,2.559489012E-1,5.533561707E0,-1.697940946E0
1.229257578E2,4.920642376E-1,5.872838974E0,-1.481032968E0
1.229304452E2,7.319413424E-1,6.067264557E0,-1.006401181E0
1.229351326E2,9.279499054E-1,6.112338066E0,-5.176771879E-1
1.229398201E2,1.037138939E0,5.970138550E0,-4.602074623E-3
1.229445075E2,1.031010985E0,5.583688736E0,4.379040003E-1
1.229491950E2,9.049432278E-1,4.972542763E0,7.723362446E-1
1.229538824E2,5.729434490E-1,4.232669830E0,1.056783915E0
1.229585699E2,3.077558279E-1,3.421668053E0,1.334662795E0
1.229632573E2,9.998154640E-2,2.654478073E0,1.563435793E0
1.229679447E2,-1.983984709E-1,1.845080376E0,1.814970016E0
1.229726322E2,-5.107725859E-1,1.156077385E0,2.036860943E0
1.229773196E2,-8.800723553E-1,6.972522736E-1,2.186058521E0
1.229820071E2,-1.325452924E0,3.440027237E-1,2.281657934E0
1.229866945E2,-1.732083321E0,7.229709625E-2,2.347595215E0
1.229913820E2,-2.200304747E0,-5.106353760E-2,2.340753317E0
1.229960694E2,-2.638903618E0,-1.696252823E-1,2.280183315E0
1.230007568E2,-3.004654408E0,-1.973314285E-1,2.199332237E0
1.230054442E2,-3.302193403E0,-2.155637741E-1,2.097943544E0
1.230101317E2,-3.564916611E0,-2.338380814E-1,1.985736966E0
1.230148191E2,-3.677966833E0,-1.851987839E-1,1.891439915E0
1.230195066E2,-3.713033676E0,-1.460990906E-1,1.863194585E0
1.230241940E2,-3.684455872E0,-1.020927429E-1,1.834407806E0
1.230288815E2,-3.592133999E0,-5.305480957E-2,1.839083314E0
1.230335689E2,-3.498448610E0,-2.280902863E-2,1.839553952E0
1.230382563E2,-3.369965076E0,7.899284363E-3,1.802998900E0
1.230429438E2,-3.206838131E0,9.647750854E-2,1.787266254E0
1.230476312E2,-3.028364182E0,1.233978271E-1,1.754447699E0
1.230523187E2,-2.777122498E0,2.035140991E-1,1.738328218E0
1.230570061E2,-2.534738541E0,2.411251068E-1,1.614673376E0
1.230616936E2,-2.277418137E0,3.222541809E-1,1.407295465E0
1.230663810E2,-1.914540172E0,3.511552811E-1,1.244969606E0
1.230710684E2,-1.685425043E0,4.138078690E-1,1.041142464E0
1.230757559E2,-1.461072803E0,4.336080551E-1,8.672795296E-1
1.230804433E2,-1.131617427E0,4.296579361E-1,7.278054953E-1
1.230851308E2,-8.552514315E-1,4.305477142E-1,5.219706297E-1
1.230898182E2,-5.458842516E-1,4.457893372E-1,4.360519648E-1
1.230945056E2,-2.611745596E-1,3.988008499E-1,3.310506344E-1
1.230991931E2,4.673695564E-2,3.087759018E-1,3.073326349E-1
1.231038805E2,2.294964790E-1,2.330455780E-1,2.497965097E-1
1.231085679E2,4.400289059E-1,1.763086319E-1,2.252473831E-1
1.231132554E2,5.968986750E-1,5.249881744E-2,2.098348141E-1
1.231179428E2,7.000917196E-1,-2.843189240E-2,2.367516756E-1
1.231226303E2,7.496179342E-1,-1.143856049E-1,2.101285458E-1
1.231273177E2,7.549930811E-1,-2.149248123E-1,2.878147364E-1
1.231320052E2,7.065619230E-1,-3.682546616E-1,3.503921032E-1
1.231366926E2,6.999584436E-1,-5.312929153E-1,3.644427061E-1
1.231413800E2,6.873041391E-1,-6.992568970E-1,3.586754799E-1
1.231460675E2,6.113065481E-1,-8.959827423E-1,4.098064899E-1
1.231507549E2,6.394207478E-1,-1.178759575E0,4.413664341E-1
1.231554424E2,6.856004596E-1,-1.447074890E0,4.773256779E-1
1.231601298E2,6.448237896E-1,-1.758268833E0,4.651143551E-1
1.231648173E2,6.797995567E-1,-2.064499855E0,4.094209671E-1
1.231695047E2,6.805788279E-1,-2.346674442E0,4.057033062E-1
1.231741921E2,6.807004809E-1,-2.614376545E0,4.729818106E-1
1.231788796E2,7.375596762E-1,-2.858073711E0,5.107080936E-1
1.231835670E2,7.603296041E-1,-3.101686954E0,5.284214020E-1
1.231882544E2,6.867835522E-1,-3.306996346E0,4.974950552E-1
1.231929419E2,7.129192948E-1,-3.474078655E0,4.991143942E-1
1.231976293E2,7.336773276E-1,-3.622060776E0,4.997904301E-1
1.232023168E2,7.061399817E-1,-3.770068645E0,5.186058283E-1
1.232070042E2,6.013948321E-1,-3.841676235E0,4.981440306E-1
1.232116916E2,6.299062967E-1,-3.841742992E0,4.766778946E-1
1.232163791E2,7.344278097E-1,-3.971086025E0,4.731550217E-1
1.232210665E2,6.473155022E-1,-4.133917809E0,4.159052372E-1
1.232257539E2,8.092703819E-1,-4.382595062E0,6.877226830E-1
1.232304414E2,8.328057528E-1,-4.439735889E0,8.440179825E-1
1.232351289E2,8.471778631E-1,-4.463311195E0,7.319480777E-1
1.232398163E2,8.044216037E-1,-4.391224384E0,6.435723305E-1
1.232445037E2,7.046251893E-1,-4.357410908E0,5.407041311E-1
1.232491912E2,6.481037140E-1,-4.380949020E0,5.094677210E-1
1.232538786E2,6.730949879E-1,-4.370897293E0,5.452809334E-1
1.232585661E2,7.413387895E-1,-4.327255249E0,5.383387804E-1
1.232632535E2,8.051359653E-1,-4.159232140E0,4.648180008E-1
1.232679410E2,9.796104431E-1,-4.062899113E0,4.490673542E-1
1.232726284E2,9.300886393E-1,-3.923427105E0,4.003806114E-1
1.232773158E2,7.376052141E-1,-3.678789616E0,2.663267851E-1
1.232820033E2,7.608688474E-1,-3.434263229E0,1.283130646E-1
1.232866907E2,7.560230494E-1,-3.213721275E0,7.208585739E-4
1.232913781E2,6.705738902E-1,-2.964512825E0,-5.881369114E-2
1.232960656E2,5.476771593E-1,-2.767936230E0,-2.368134260E-1
1.233007530E2,6.742501259E-1,-2.619121552E0,-3.657140732E-1
1.233054405E2,6.915195584E-1,-2.427185059E0,-5.123918056E-1
1.233101279E2,6.425809264E-1,-2.249532700E0,-6.193548441E-1
1.233148153E2,5.179135203E-1,-1.990561485E0,-7.631016970E-1
1.233195028E2,4.561649561E-1,-1.717314243E0,-8.959095478E-1
1.233241902E2,3.136674166E-1,-1.482425690E0,-1.051333547E0
1.233288777E2,2.339668274E-1,-1.276251793E0,-1.123972654E0
1.233335651E2,2.267096043E-1,-1.055704117E0,-1.161604524E0
1.233382525E2,1.820546985E-1,-7.729969025E-1,-1.226476789E0
1.233429400E2,-7.742321491E-2,-5.525445938E-1,-1.275512695E0
1.233476274E2,-9.280455112E-2,-2.891578674E-1,-1.423573136E0
1.233523149E2,-9.354960918E-2,-3.545761108E-2,-1.493844986E0
1.233570023E2,-1.513546705E-1,2.085447311E-1,-1.539179325E0
1.233616898E2,-2.184525728E-1,4.523715973E-1,-1.612465501E0
1.233663772E2,-2.902698517E-1,6.577463150E-1,-1.618172050E0
1.233710646E2,-2.377640009E-1,8.724994659E-1,-1.637734413E0
1.233757521E2,-2.572534084E-1,1.096551895E0,-1.724017978E0
1.233804395E2,-3.105701208E-1,1.291610718E0,-1.814987540E0
1.233851270E2,-3.024179935E-1,1.500672340E0,-1.853439689E0
1.233898144E2,-2.330474854E-1,1.752383232E0,-1.949309945E0
1.233945018E2,-1.598489285E-1,2.013226509E0,-2.045287609E0
1.233991893E2,-1.594557762E-1,2.240135193E0,-2.160626411E0
1.234038767E2,-8.840930462E-2,2.390167236E0,-2.194731236E0
1.234085641E2,3.895843029E-2,2.520811081E0,-2.267037868E0
1.234132516E2,3.123456240E-2,2.684642792E0,-2.377580643E0
1.234179390E2,1.420035362E-1,2.714377403E0,-2.463966370E0
1.234226265E2,1.849849820E-1,2.705838203E0,-2.540400982E0
1.234273139E2,2.177636623E-1,2.721255302E0,-2.592360497E0
1.234320014E2,2.739458680E-1,2.684156418E0,-2.681918144E0
1.234366888E2,2.579541206E-1,2.589827538E0,-2.761283398E0
1.234413762E2,3.182765245E-1,2.443203926E0,-2.815778732E0
1.234460637E2,3.165585399E-1,2.363945007E0,-2.754219532E0
1.234507511E2,3.391441703E-1,2.361630440E0,-2.647954226E0
1.234554386E2,3.335418701E-1,2.412332535E0,-2.506290913E0
1.234601260E2,3.717198968E-1,2.544764519E0,-2.300180912E0
1.234648135E2,4.683248699E-1,2.696800232E0,-2.072310925E0
1.234695009E2,4.752560556E-1,2.868471146E0,-1.899020791E0
1.234741883E2,5.218268633E-1,3.007185936E0,-1.765997291E0
1.234788758E2,5.363775492E-1,3.189422607E0,-1.711796999E0
1.234835632E2,5.716432333E-1,3.343361855E0,-1.717732310E0
1.234882506E2,5.081660748E-1,3.483246803E0,-1.765417457E0
1.234929381E2,3.556048572E-1,3.637591362E0,-1.851009965E0
1.234976255E2,9.482496977E-2,3.868307114E0,-1.884642363E0
1.235023129E2,-2.071537375E-1,4.098692894E0,-1.771407962E0
1.235070004E2,-4.592747688E-1,4.352554321E0,-1.574080467E0
1.235116878E2,-7.142630816E-1,4.524674416E0,-1.225915790E0
1.235163753E2,-9.672570229E-1,4.662955284E0,-7.748336792E-1
1.235210627E2,-1.151322365E0,4.671895027E0,-2.875912189E-1
1.235257502E2,-1.280895948E0,4.561299324E0,2.792278528E-1
1.235304376E2,-1.298781276E0,4.245368958E0,8.447227478E-1
1.235351250E2,-1.214614391E0,3.848772049E0,1.366501927E0
1.235398125E2,-1.028620005E0,3.362081528E0,1.725271821E0
1.235444999E2,-8.269857168E-1,2.809357643E0,1.921463728E0
1.235491874E2,-6.193735003E-1,2.357903481E0,2.040987492E0
1.235538748E2,-4.823924899E-1,1.954911232E0,2.107394457E0
1.235585623E2,-2.965967059E-1,1.552388191E0,2.148858070E0
1.235632497E2,-2.378231287E-2,1.307952881E0,2.293978930E0
1.235679371E2,2.451575398E-1,1.087446213E0,2.408203602E0
1.235726246E2,5.532318950E-1,9.433336258E-1,2.543825150E0
1.235773120E2,8.333961964E-1,8.372106552E-1,2.662315369E0
1.235819995E2,1.133405447E0,7.546510696E-1,2.768342495E0
1.235866869E2,1.400503993E0,6.525564194E-1,2.823529720E0
1.235913743E2,1.577132583E0,5.404806137E-1,2.928290129E0
1.235960618E2,1.777981281E0,3.897905350E-1,2.977605820E0
1.236007492E2,1.940501213E0,2.770614624E-1,3.010158062E0
1.236054366E2,2.045150280E0,1.735572815E-1,2.992706537E0
1.236101241E2,2.110757828E0,7.928943634E-2,2.925570250E0
1.236148115E2,2.208950520E0,1.822948456E-2,2.895285606E0
1.236194990E2,2.229706764E0,-1.437664032E-2,2.863893270E0
1.236241864E2,2.153954029E0,1.495647430E-2,2.750469923E0
1.236288738E2,2.091482639E0,-8.502006531E-3,2.670238018E0
1.236335613E2,1.917991757E0,5.876350403E-2,2.575645208E0
1.236382487E2,1.772303343E0,1.354637146E-1,2.505301237E0
1.236429362E2,1.683350205E0,2.407751083E-1,2.358963490E0
1.236476236E2,1.550775886E0,3.077297211E-1,2.203547239E0
1.236523111E2,1.346124053E0,3.793992996E-1,2.019891262E0
1.236569985E2,1.150617361E0,4.557018280E-1,1.836440325E0
1.236616860E2,9.357324839E-1,4.983749390E-1,1.638689995E0
1.236663734E2,7.540451288E-1,5.551977158E-1,1.431177378E0
1.236710608E2,4.765175581E-1,5.783166885E-1,1.218473434E0
1.236757483E2,2.370152473E-1,6.394081116E-1,9.860243797E-1
1.236804357E2,6.901860237E-2,6.475782394E-1,7.862195969E-1
1.236851231E2,-2.139377594E-1,7.032546997E-1,5.711296797E-1
1.236898106E2,-4.347782135E-1,7.299175262E-1,3.933527470E-1
1.236944980E2,-6.366219521E-1,7.706127167E-1,2.049955130E-1
1.236991854E2,-7.623242140E-1,7.440319061E-1,5.381858349E-2
1.237038729E2,-8.359303474E-1,7.411184311E-1,-2.176034451E-2
1.237085603E2,-9.054296017E-1,7.236719131E-1,-1.504762173E-1
1.237132478E2,-8.798952103E-1,6.630506516E-1,-3.083708286E-1
1.237179352E2,-8.834117651E-1,4.876308441E-1,-4.143055677E-1
1.237226227E2,-8.201256990E-1,2.549371719E-1,-4.588543177E-1
1.237273101E2,-7.809551954E-1,8.034706116E-3,-5.760588646E-1
1.237319975E2,-6.511273384E-1,-2.339630127E-1,-5.557025671E-1
1.237366850E2,-4.688200951E-1,-4.853324890E-1,-4.933800697E-1
1.237413724E2,-2.961189747E-1,-7.746744156E-1,-4.032578468E-1
1.237460599E2,-1.520233154E-1,-1.020610809E0,-3.042119741E-1
1.237507473E2,3.526604176E-2,-1.213526726E0,-1.957185268E-1
1.237554347E2,-2.188587189E-2,-1.649996758E0,-3.600207567E-1
1.237601222E2,6.443381310E-3,-1.937857628E0,-2.712708712E-1
1.237648096E2,1.444605589E-1,-2.211036205E0,-1.304196119E-1
1.237694971E2,1.915785074E-1,-2.479012966E0,4.362356663E-2
1.237741845E2,2.532603741E-1,-2.784771919E0,1.170160770E-1
1.237788720E2,2.914469242E-1,-3.018304348E0,1.806713343E-1
1.237835594E2,2.965373993E-1,-3.313537121E0,2.776387930E-1
1.237882468E2,3.260514736E-1,-3.546109200E0,3.982548714E-1
1.237929342E2,2.219843864E-1,-3.735243320E0,4.708800316E-1
1.237976217E2,2.568413019E-1,-3.924041271E0,5.337047577E-1
1.238023091E2,2.344410419E-1,-4.102934837E0,6.633207798E-1
1.238069966E2,2.409349680E-1,-4.176300049E0,7.164872289E-1
1.238116840E2,3.434451818E-1,-4.249360085E0,7.842504382E-1
1.238163715E2,3.555964231E-1,-4.307746887E0,7.853584886E-1
1.238210589E2,3.301056623E-1,-4.337152481E0,7.245619893E-1
1.238257463E2,2.716940641E-1,-4.323261261E0,7.216532826E-1
1.238304338E2,1.610078812E-1,-4.385606289E0,7.292509675E-1
1.238351212E2,1.220706701E-1,-4.471480846E0,8.245630264E-1
1.238398087E2,2.119770050E-1,-4.580775261E0,9.128681421E-1
1.238444961E2,4.116971493E-1,-4.589105129E0,8.225460052E-1
1.238491835E2,5.969476700E-1,-4.420111179E0,5.873176455E-1
1.238538710E2,6.622786522E-1,-4.207961082E0,3.790997863E-1
1.238585584E2,6.648985147E-1,-3.957604408E0,1.735588312E-1
1.238632459E2,6.861721277E-1,-3.769510269E0,1.328271627E-1
1.238679333E2,6.209460497E-1,-3.643622398E0,1.513760090E-1
1.238726208E2,7.228332758E-1,-3.575064182E0,6.651973724E-2
1.238773082E2,6.183333397E-1,-3.324890614E0,5.513358116E-2
1.238819956E2,5.317596197E-1,-3.127625942E0,-2.606475353E-2
1.238866830E2,6.398742199E-1,-2.925856590E0,-1.434772015E-1
1.238913705E2,6.366268396E-1,-2.614428997E0,-2.397789955E-1
1.238960579E2,8.378967047E-1,-2.346417427E0,-4.157083035E-1
1.239007454E2,9.426100850E-1,-2.179088116E0,-4.849658012E-1
1.239054328E2,9.460855126E-1,-1.983279228E0,-5.625060797E-1
1.239101203E2,1.010936260E0,-1.716033936E0,-5.911267996E-1
1.239148077E2,9.648181200E-1,-1.420529366E0,-7.241126299E-1
1.239194951E2,9.129590392E-1,-1.092093468E0,-8.614416122E-1
1.239241826E2,9.320241213E-1,-7.928905487E-1,-9.411697388E-1
1.239288700E2,9.266245365E-1,-5.324182510E-1,-9.492810965E-1
1.239335575E2,8.203436136E-1,-2.485084534E-1,-9.911713600E-1
1.239382449E2,8.047668934E-1,1.161842346E-1,-1.095748663E0
1.239429324E2,8.849096298E-1,4.564390182E-1,-1.172372699E0
1.239476198E2,9.126906991E-1,8.392200470E-1,-1.259489775E0
1.239523072E2,9.073826671E-1,1.226202011E0,-1.414791465E0
1.239569947E2,8.403629065E-1,1.493082047E0,-1.619281054E0
1.239616821E2,8.503932953E-1,1.764286995E0,-1.782138109E0
1.239663696E2,8.991917372E-1,1.977694511E0,-1.927226305E0
1.239710570E2,8.433458805E-1,2.162072182E0,-2.073588371E0
1.239757444E2,8.215601444E-1,2.360487938E0,-2.211500168E0
1.239804318E2,7.524392605E-1,2.549047470E0,-2.288111210E0
1.239851193E2,7.125124931E-1,2.684785843E0,-2.331870556E0
1.239898067E2,7.686921358E-1,2.710493088E0,-2.342292786E0
1.239944942E2,8.587523699E-1,2.635925293E0,-2.299905062E0
1.239991816E2,7.482682467E-1,2.542490959E0,-2.357261181E0
1.240038690E2,7.336491346E-1,2.406339645E0,-2.346485615E0
1.240085565E2,7.766062021E-1,2.227597237E0,-2.324601173E0
1.240132439E2,7.958177328E-1,2.073329926E0,-2.276579857E0
1.240179314E2,7.959396839E-1,1.905330658E0,-2.197035313E0
1.240226188E2,5.901823044E-1,2.005606651E0,-2.061616421E0
1.240273063E2,3.071284294E-1,2.263820648E0,-1.965511560E0
1.240319937E2,6.103813648E-2,2.574628830E0,-1.702422142E0
1.240366811E2,-1.723822355E-1,2.942795753E0,-1.291006923E0
1.240413686E2,-2.929079533E-1,3.310943604E0,-9.892703295E-1
1.240460560E2,-3.628385067E-1,3.664735794E0,-7.161107063E-1
1.240507435E2,-3.394221067E-1,4.070951462E0,-7.163468599E-1
1.240554309E2,-2.657420635E-1,4.448111534E0,-8.715326786E-1
1.240601184E2,-1.944507360E-1,4.848613739E0,-1.006178856E0
1.240648058E2,-1.062318087E-1,5.176623344E0,-1.193645239E0
1.240694932E2,-2.959108353E-2,5.498874664E0,-1.406990170E0
1.240741806E2,6.444585323E-2,5.757805824E0,-1.590263486E0
1.240788681E2,1.523317099E-1,5.872058868E0,-1.606143832E0
1.240835555E2,2.535758018E-1,5.937350273E0,-1.340618610E0
1.240882430E2,3.397505283E-1,5.819919586E0,-9.661377668E-1
1.240929304E2,3.345352411E-1,5.610923767E0,-3.531346321E-1
1.240976178E2,4.439536333E-1,5.200777054E0,1.644681692E-1
1.241023053E2,3.669064045E-1,4.704648018E0,6.021294594E-1
1.241069927E2,2.233023643E-1,4.108482361E0,8.412691951E-1
1.241116802E2,1.039969921E-1,3.369500160E0,9.974986911E-1
1.241163676E2,-4.840016365E-2,2.564463615E0,1.052415133E0
1.241210551E2,-3.537130356E-1,1.832029343E0,1.173588753E0
1.241257425E2,-6.540546417E-1,1.191265106E0,1.327736497E0
1.241304299E2,-1.107175350E0,6.946315765E-1,1.424015403E0
1.241351174E2,-1.555172205E0,3.897142410E-1,1.519698262E0
1.241398048E2,-1.997904301E0,1.615896225E-1,1.629141092E0
1.241444923E2,-2.430407763E0,-3.285121918E-2,1.666152358E0
1.241491797E2,-2.819054604E0,-9.325408936E-2,1.697716594E0
1.241538672E2,-3.235392809E0,-1.918382645E-1,1.709406257E0
1.241585546E2,-3.531093359E0,-1.755933762E-1,1.768149853E0
1.241632420E2,-3.749100447E0,-2.070884705E-1,1.831147075E0
1.241679294E2,-3.831937313E0,-1.619615555E-1,1.836253881E0
